o_coral_cover,o_region,o_region_sub,o_jurisdiction,o_habitat,o_ocean,o_lat,o_long,o_depth,o_human_pop50,o_land_area50,o_storm_30yr,o_l_att_mean,o_l_att_sd,o_npp_mean,o_npp_sd,o_sst_mean,o_sst_sd,o_wave_mean,o_wave_sd
3.448275862,Kahoolawe,Kahoolawe,MHI,RRB,PACIFIC,20.50989,-156.62939,22.25,11.2398561,8.094247274,1,0.02511649,0.002475884,486.0299956,64.73867046,25.26962,1.280136711,21.7308179,11.51693337
46.95945946,Kahoolawe,Kahoolawe,MHI,SCR,PACIFIC,20.606451,-156.580273,19.4,11.33566309,8.238093262,1,0.02532188,0.003860052,496.5460985,70.24071146,25.51909,1.067292837,24.46281668,13.31571282
41.15646255,Kahoolawe,Kahoolawe,MHI,AGR,PACIFIC,20.567682,-156.64248,4.4,11.01785835,8.1838073,1,0.0254344,0.003420526,368.9966516,42.41114558,25.55452,1.073116024,4.597096319,2.417807371
13.13131313,Kahoolawe,Kahoolawe,MHI,AGR,PACIFIC,20.539857,-156.69706,11.75,11.13396109,8.03321376,1,0.02520569,0.002063977,453.3697936,55.66593681,25.28261,1.280359715,4.727155114,2.892059795
60.63492063,Kahoolawe,Kahoolawe,MHI,AGR,PACIFIC,20.592478,-156.605517,5.6,10.79419377,8.122373707,1,0.02553416,0.003605551,380.5616198,47.51697873,25.54108,1.076621103,5.968790345,4.600614645
4.026845639,Kahoolawe,Kahoolawe,MHI,ROB,PACIFIC,20.510727,-156.545882,14.65,11.58619451,8.158934544,1,0.024942,0.003130495,501.148022,66.69628177,25.44565,1.110665116,17.60905947,7.920070989
13.59223309,Kauai,Kauai,MHI,PAV,PACIFIC,21.88800003,-159.5721324,18.9,11.02118326,8.034536727,1,0.03002748,0.007328028,379.2625927,50.22980982,25.31135,1.180840379,4.433986993,2.113685228
0.647249201,Kauai,Kauai,MHI,PAV,PACIFIC,21.86980627,-159.5118714,29.1,10.98147187,8.193753185,1,0.02756113,0.006723095,368.0349086,50.81525939,25.34922,1.165081971,4.769229001,2.791828928
1.892744479,Kauai,Kauai,MHI,MIX,PACIFIC,21.88106644,-159.4998247,19.85,9.835155177,7.731309577,1,0.02834018,0.006204837,461.1776081,67.23743983,25.2005,1.253525429,7.654053202,4.720942196
0.898203551,Kauai,Kauai,MHI,PAV,PACIFIC,21.91129737,-159.3799259,18.8,10.49993108,8.15454235,1,0.0274943,0.007314369,492.0763101,65.8249788,25.2423,1.228824642,13.45491824,6.183767272
2.424242402,Kauai,Kauai,MHI,PAV,PACIFIC,22.08073905,-159.2958814,19.55,11.02685749,7.885697587,1,0.02837888,0.00742967,399.7945973,57.37934085,25.17495,1.202685329,5.108059875,2.953697508
2.033898306,Kauai,Kauai,MHI,PAV,PACIFIC,21.99784596,-159.3287875,20,9.835155177,7.731309577,1,0.02735287,0.006789698,461.1776081,67.23743983,25.24333,1.179317599,7.654053202,4.720942196
12.72084805,Kauai,Kauai,MHI,ROB,PACIFIC,21.96228272,-159.3277717,11.15,10.52763293,8.159041083,1,0.02735287,0.006789698,490.6935052,63.13509145,25.24333,1.179317599,14.36400793,6.821404579
0.943396226,Kauai,Kauai,MHI,PAV,PACIFIC,22.04769499,-159.3101831,16.55,10.97170936,8.308427411,1,0.02837888,0.00742967,371.1163491,54.26387614,25.17495,1.202685329,3.930056697,2.124658723
2.523659306,Kauai,Kauai,MHI,PAV,PACIFIC,21.95108014,-159.6792072,6.75,11.02118326,8.034536727,1,0.03222561,0.01225149,379.2625927,50.22980982,25.41569,1.169100081,4.433986993,2.113685228
14.12103737,Kauai,Kauai,MHI,PAV,PACIFIC,21.88916084,-159.5674538,13.8,11.6491769,8.256820668,1,0.03002748,0.007328028,679.601204,189.0780556,25.31135,1.180840379,15.17611831,6.135524211
2.134146322,Kauai,Kauai,MHI,PAV,PACIFIC,21.95562531,-159.3308719,15.15,11.0923518,7.88805937,1,0.02637963,0.004722288,453.3697936,55.66593681,25.28375,1.182855866,4.721177641,2.894696207
2.531645546,Kauai,Kauai,MHI,PAV,PACIFIC,21.91212667,-159.6521731,16.2,11.58619451,8.158934544,1,0.0303802,0.011249311,501.148022,66.69628177,25.4235,1.16253344,17.60905947,7.920070989
4.437869817,Kauai,Kauai,MHI,ROB,PACIFIC,21.88104297,-159.490995,15.8,11.0923518,7.88805937,1,0.02834018,0.006204837,453.3697936,55.66593681,25.2005,1.253525429,4.721177641,2.894696207
3.973509896,Kauai,Kauai,MHI,ROB,PACIFIC,21.87836646,-159.4719202,3.7,11.0522383,7.8857838,1,0.02834018,0.006204837,421.7729704,57.56498952,25.2005,1.253525429,4.762012277,2.87668577
0.657894748,Kauai,Kauai,MHI,ROB,PACIFIC,21.87811475,-159.4768364,10.2,11.02085617,8.171434936,1,0.02834018,0.006204837,376.399793,52.48361083,25.2005,1.253525429,4.034261303,1.753683457
0.864553356,Kauai,Kauai,MHI,PSC,PACIFIC,21.9539346,-159.7063525,9.3,10.88934166,8.195646811,1,0.03222561,0.01225149,497.3850053,69.49474925,25.41569,1.169100081,19.70819286,10.43939275
14.67065868,Kauai,Kauai,MHI,ROB,PACIFIC,21.95617072,-159.337461,4,11.0522383,7.8857838,1,0.02779783,0.007489993,421.7729704,57.56498952,25.1356,1.300507593,4.762012277,2.87668577
0.609756092,Kauai,Kauai,MHI,APS,PACIFIC,21.95538844,-159.7006642,5.25,11.01414369,8.284880596,1,0.03222561,0.01225149,368.6170841,52.24837404,25.41569,1.169100081,5.614690096,4.354048771
3.154574132,Kauai,Kauai,MHI,PAV,PACIFIC,21.91751867,-159.6579956,16.55,0,8.139778286,1,0.03243378,0.011799534,487.9992653,59.85153096,25.37871,1.152893751,17.85413726,8.480712366
0.312499997,Kauai,Kauai,MHI,PAV,PACIFIC,21.89740453,-159.3951474,15.8,9.546669741,7.684506539,1,0.0274943,0.007314369,442.4707772,68.11580588,25.2423,1.228824642,7.515258322,2.464049769
3.481012658,Kauai,Kauai,MHI,MIX,PACIFIC,21.95186905,-159.7025979,12.85,11.63591271,8.173791857,1,0.03222561,0.01225149,643.4968524,165.3361886,25.41569,1.169100081,16.95648164,7.114921394
8.150470219,Kauai,Kauai,MHI,ROB,PACIFIC,21.892898,-159.6083982,4.85,10.5767381,8.155813279,1,0.03038096,0.009767292,487.6888538,63.96410728,25.37025,1.162095091,16.83460885,8.554288954
7.8947368,Kauai,Kauai,MHI,ROB,PACIFIC,21.93601426,-159.3526562,5.45,11.25503518,8.135972877,1,0.02779783,0.007489993,491.5294491,33.68910883,25.1356,1.300507593,3.115057509,2.842534223
13.56932149,Kauai,Kauai,MHI,AGR,PACIFIC,21.89967737,-159.6113573,4.45,10.66972254,8.242434414,1,0.03038096,0.009767292,493.0909543,64.24479917,25.37025,1.162095091,18.71009317,9.815137288
0,Kauai,Kauai,MHI,RRB,PACIFIC,21.99459395,-159.3363855,4.7,10.59525879,8.140280805,1,0.02875875,0.008234076,483.3600039,59.15153896,25.08684,1.295705599,18.71009317,9.815137288
2.670623121,Kauai,Kauai,MHI,APS,PACIFIC,22.10335753,-159.7602721,23.5,10.88934166,8.195646811,1,0.02860063,0.007049823,497.3850053,69.49474925,25.34497,1.190921492,19.70819286,10.43939275
7.023411232,Kauai,Kauai,MHI,PSC,PACIFIC,22.14169904,-159.7662223,25.8,11.24450993,8.163507497,1,0.02835864,0.005186521,496.5194584,33.40600084,25.33803,1.178525774,4.121857423,2.830301772
5.228758148,Kauai,Kauai,MHI,PSC,PACIFIC,22.08782444,-159.77669,19.75,10.88934166,8.195646811,1,0.02860063,0.007049823,497.3850053,69.49474925,25.34497,1.190921492,19.70819286,10.43939275
3.179190808,Kauai,Kauai,MHI,PAV,PACIFIC,22.16818887,-159.7229065,21.5,0,8.139778286,1,0.0322189,0.007341662,487.9992653,59.85153096,25.32969,1.168871678,17.85413726,8.480712366
1.694915228,Kauai,Kauai,MHI,AGR,PACIFIC,22.16368829,-159.697471,3.05,10.96840516,8.301352014,1,NA,NA,386.1743705,59.04641353,NA,NA,4.339584019,2.682320962
4.166666612,Kauai,Kauai,MHI,ROB,PACIFIC,22.12305802,-159.7364741,7.1,11.26413072,8.232570562,1,0.03356878,0.011071269,551.3540557,50.01506001,25.34164,1.228720066,0,0
0.288184452,Kauai,Kauai,MHI,AGR,PACIFIC,22.15610895,-159.7109315,3.15,11.53224758,8.057443065,1,0.03392271,0.011663018,482.2893,60.6407075,25.30892,1.184638341,18.44239258,8.595171175
0.917431238,Kauai,Kauai,MHI,ROB,PACIFIC,22.11829995,-159.7385471,2.75,10.5767381,8.155813279,1,0.03356878,0.011071269,487.6888538,63.96410728,25.34164,1.228720066,16.83460885,8.554288954
1.602564103,Kauai,Kauai,MHI,MIX,PACIFIC,22.16778226,-159.6868105,12.4,11.07234082,8.135026575,1,0.03340191,0.008502941,527.1908018,86.64039658,25.2877,1.158429109,17.25894764,8.622416035
5.182926782,Kauai,Kauai,MHI,SAG,PACIFIC,22.15460666,-159.7222055,9.7,10.52763293,8.159041083,1,0.03392271,0.011663018,490.6935052,63.13509145,25.30892,1.184638341,14.36400793,6.821404579
5.660377358,Kauai,Kauai,MHI,AGR,PACIFIC,22.16838886,-159.7005375,13.25,11.34581956,8.119065575,1,0.03340191,0.008502941,487.8142056,66.836749,25.2877,1.158429109,17.63713639,8.43848978
0.335570436,Kauai,Kauai,MHI,ROB,PACIFIC,21.87023,-159.459016,11,9.515248225,7.743255302,1,0.02777114,0.009279009,480.0540009,14.07426908,25.31238,1.158875748,5.405934728,1.334738737
12.04013379,Kauai,Kauai,MHI,PAV,PACIFIC,21.88927,-159.572594,13.05,11.03374385,8.384539204,1,0.03002748,0.007328028,374.7420625,56.91437923,25.31135,1.180840379,4.665005876,3.150172155
7.744107778,Kauai,Kauai,MHI,SAG,PACIFIC,21.870834,-159.451452,8.25,11.07234082,8.135026575,1,0.02603649,0.004110961,527.1908018,86.64039658,25.29991,1.162845648,17.25894764,8.622416035
4.026845639,Kauai,Kauai,MHI,PAV,PACIFIC,21.884719,-159.546746,14.25,10.49993108,8.15454235,1,0.03002748,0.007328028,492.0763101,65.8249788,25.31135,1.180840379,13.45491824,6.183767272
17.78523494,Kauai,Kauai,MHI,PAV,PACIFIC,21.949643,-159.683409,12.8,11.63591271,8.173791857,1,0.03222561,0.01225149,643.4968524,165.3361886,25.41569,1.169100081,16.95648164,7.114921394
1.006711308,Kauai,Kauai,MHI,PSC,PACIFIC,21.958889,-159.716805,10.25,11.25097611,8.169188283,1,0.03136939,0.009767292,498.0143047,69.934146,25.30723,1.261619594,18.17279357,9.148759088
21.24183011,Kauai,Kauai,MHI,AGR,PACIFIC,21.889192,-159.564707,17.2,10.97170936,8.308427411,1,0.03002748,0.007328028,371.1163491,54.26387614,25.31135,1.180840379,3.930056697,2.124658723
2.0689655,Kauai,Kauai,MHI,PAV,PACIFIC,21.952745,-159.696637,6.05,10.56452468,8.032124702,1,0.03222561,0.01225149,391.5075354,50.82474375,25.41569,1.169100081,6.317491685,4.653775614
2.684563692,Kauai,Kauai,MHI,PAV,PACIFIC,21.909914,-159.650199,16.05,11.6491769,8.256820668,1,0.0303802,0.011249311,679.601204,189.0780556,25.4235,1.16253344,15.17611831,6.135524211
3.76712322,Kauai,Kauai,MHI,PAV,PACIFIC,21.917692,-159.658014,16,11.34581956,8.119065575,1,0.03243378,0.011799534,487.8142056,66.836749,25.37871,1.152893751,17.63713639,8.43848978
5.985915527,Kauai,Kauai,MHI,PAV,PACIFIC,21.952129,-159.692296,9.9,11.17824961,8.034359087,1,0.03222561,0.01225149,464.6803157,31.12680303,25.41569,1.169100081,3.563327509,2.867005211
23.23232323,Kauai,Kauai,MHI,PAV,PACIFIC,21.934028,-159.672369,11.95,11.03374385,8.384539204,1,0.03222561,0.01225149,374.7420625,56.91437923,25.41569,1.169100081,4.665005876,3.150172155
0,Kauai,Kauai,MHI,PAV,PACIFIC,21.95935,-159.720993,13.15,11.17824961,8.034359087,1,0.03136939,0.009767292,464.6803157,31.12680303,25.30723,1.261619594,3.563327509,2.867005211
5.723905662,Kauai,Kauai,MHI,PAV,PACIFIC,21.877542,-159.518406,15,10.79419377,8.122373707,1,0.02954866,0.006848357,380.5616198,47.51697873,25.20166,1.245410374,5.968790345,4.600614645
2.397260343,Kauai,Kauai,MHI,PSC,PACIFIC,21.88187,-159.531198,12.65,11.25503518,8.135972877,1,0.02954866,0.006848357,491.5294491,33.68910883,25.20166,1.245410374,3.115057509,2.842534223
5.263157873,Kauai,Kauai,MHI,PAV,PACIFIC,21.887188,-159.569732,23.2,0,8.139778286,1,0.03002748,0.007328028,487.9992653,59.85153096,25.31135,1.180840379,17.85413726,8.480712366
4.347826056,Kauai,Kauai,MHI,PAV,PACIFIC,21.909532,-159.640535,20,10.89066536,8.206773846,1,0.0303802,0.011249311,379.9971534,49.85849477,25.4235,1.16253344,5.690931735,4.449647944
0.68259379,Kauai,Kauai,MHI,PAV,PACIFIC,21.880182,-159.512701,15.65,11.0923518,7.88805937,1,0.02954866,0.006848357,453.3697936,55.66593681,25.20166,1.245410374,4.721177641,2.894696207
5.284552846,Kauai,Kauai,MHI,PAV,PACIFIC,21.886066,-159.519185,5.45,9.546669741,7.684506539,1,0.02954866,0.006848357,442.4707772,68.11580588,25.20166,1.245410374,7.515258322,2.464049769
2.380952347,Kauai,Kauai,MHI,PSC,PACIFIC,21.950975,-159.706112,7,11.03101118,8.344992202,1,0.03222561,0.01225149,373.1178687,57.92362583,25.41569,1.169100081,5.270253943,3.933858392
2.006688963,Kauai,Kauai,MHI,PAV,PACIFIC,21.927646,-159.35513,20.25,11.63591271,8.173791857,1,0.02779783,0.007489993,643.4968524,165.3361886,25.1356,1.300507593,16.95648164,7.114921394
4.377104343,Kauai,Kauai,MHI,ROB,PACIFIC,21.908751,-159.634384,22.3,10.96840516,8.301352014,0,0.0303802,0.011249311,386.1743705,59.04641353,25.4235,1.16253344,4.339584019,2.682320962
6.060606067,Kauai,Kauai,MHI,PAV,PACIFIC,21.887755,-159.585283,22.3,9.546669741,7.684506539,0,0.03038096,0.009767292,442.4707772,68.11580588,25.37025,1.162095091,7.515258322,2.464049769
0.32467528,Kauai,Kauai,MHI,PAV,PACIFIC,21.880589,-159.508715,20,11.01785835,8.1838073,0,0.02954866,0.006848357,368.9966516,42.41114558,25.20166,1.245410374,4.597096319,2.417807371
6.060605966,Kauai,Kauai,MHI,AGR,PACIFIC,22.143671,-159.282125,18.35,11.17824961,8.034359087,0,0.02719946,0.00497996,464.6803157,31.12680303,25.12864,1.183833181,3.563327509,2.867005211
0.320512821,Kauai,Kauai,MHI,PAV,PACIFIC,21.965359,-159.325398,25.25,10.97170936,8.308427411,0,0.02735287,0.006789698,371.1163491,54.26387614,25.24333,1.179317599,3.930056697,2.124658723
0.336700303,Kauai,Kauai,MHI,PAV,PACIFIC,21.983791,-159.328533,15,11.63591271,8.173791857,0,0.02735287,0.006789698,643.4968524,165.3361886,25.24333,1.179317599,16.95648164,7.114921394
0,Kauai,Kauai,MHI,PAV,PACIFIC,21.873825,-159.426451,14.6,11.59063622,8.074654092,0,0.02603649,0.004110961,502.981719,68.75822948,25.29991,1.162845648,19.81744243,9.20611839
4.207119664,Kauai,Kauai,MHI,PAV,PACIFIC,21.932685,-159.667844,7.6,11.03101118,8.344992202,0,0.03222561,0.01225149,373.1178687,57.92362583,25.41569,1.169100081,5.270253943,3.933858392
1.886792453,Kauai,Kauai,MHI,PAV,PACIFIC,21.883652,-159.539065,9.55,11.01414369,8.284880596,0,0.02954866,0.006848357,368.6170841,52.24837404,25.20166,1.245410374,5.614690096,4.354048771
2.903225703,Kauai,Kauai,MHI,PAV,PACIFIC,21.88391,-159.512437,10.15,10.89066536,8.206773846,0,0.02954866,0.006848357,379.9971534,49.85849477,25.20166,1.245410374,5.690931735,4.449647944
3.934426194,Kauai,Kauai,MHI,PAV,PACIFIC,22.121334,-159.287955,15.3,11.0522383,7.8857838,0,0.02658018,0.004604346,421.7729704,57.56498952,25.17033,1.211467705,4.762012277,2.87668577
2.280130281,Kauai,Kauai,MHI,ROB,PACIFIC,21.877874,-159.483045,11,10.97170936,8.308427411,0,0.02834018,0.006204837,371.1163491,54.26387614,25.2005,1.253525429,3.930056697,2.124658723
2.3333334,Kauai,Kauai,MHI,PAV,PACIFIC,21.909531,-159.64222,15.9,10.56452468,8.032124702,0,0.0303802,0.011249311,391.5075354,50.82474375,25.4235,1.16253344,6.317491685,4.653775614
4.347826052,Kauai,Kauai,MHI,PAV,PACIFIC,21.952357,-159.694071,13.05,10.79419377,8.122373707,0,0.03222561,0.01225149,380.5616198,47.51697873,25.41569,1.169100081,5.968790345,4.600614645
1.666666698,Kauai,Kauai,MHI,PAV,PACIFIC,22.036286,-159.326357,14.2,11.0923518,7.88805937,0,0.02820856,0.008252272,453.3697936,55.66593681,25.18888,1.185013502,4.721177641,2.894696207
8.417508291,Kauai,Kauai,MHI,AGR,PACIFIC,22.047858,-159.3264,5,10.56452468,8.032124702,0,0.02837888,0.00742967,391.5075354,50.82474375,25.17495,1.202685329,6.317491685,4.653775614
2.356902323,Kauai,Kauai,MHI,PAV,PACIFIC,21.940138,-159.66687,4.15,11.05978682,8.030917973,0,0.03222561,0.01225149,399.7945973,57.37934085,25.41569,1.169100081,5.066104496,2.944019506
3.3333333,Kauai,Kauai,MHI,PAV,PACIFIC,22.070648,-159.310261,5.9,10.79419377,8.122373707,0,0.02837888,0.00742967,380.5616198,47.51697873,25.17495,1.202685329,5.968790345,4.600614645
0,Kauai,Kauai,MHI,PAV,PACIFIC,21.956726,-159.705322,5.6,10.01081613,7.759784847,0,0.03222561,0.01225149,419.5299715,59.69039076,25.41569,1.169100081,NA,NA
1.33779261,Kauai,Kauai,MHI,PAV,PACIFIC,21.951216,-159.678225,4.9,9.835155177,7.731309577,0,0.03222561,0.01225149,461.1776081,67.23743983,25.41569,1.169100081,7.654053202,4.720942196
1.346801314,Kauai,Kauai,MHI,PAV,PACIFIC,22.166278,-159.725395,20.95,9.546669741,7.684506539,0,0.03392271,0.011663018,442.4707772,68.11580588,25.30892,1.184638341,7.515258322,2.464049769
0.334448127,Kauai,Kauai,MHI,PSC,PACIFIC,22.185984,-159.654477,23.7,10.01081613,7.759784847,0,0.03710742,0.01083042,394.0625224,61.58806891,25.23786,1.162986672,7.232368533,4.740096877
0,Kauai,Kauai,MHI,ROB,PACIFIC,22.165731,-159.680822,11.65,9.835155177,7.731309577,0,NA,NA,461.1776081,67.23743983,NA,NA,7.654053202,4.720942196
3.010033444,Kauai,Kauai,MHI,PAV,PACIFIC,22.162321,-159.722531,13.4,9.36400522,7.622536797,0,0.03392271,0.011663018,427.582358,66.249443,25.30892,1.184638341,6.799912908,1.949771226
2.348993256,Kauai,Kauai,MHI,PAV,PACIFIC,22.159297,-159.731864,16.05,10.01081613,7.759784847,0,0.03392271,0.011663018,394.0625224,61.58806891,25.30892,1.184638341,7.232368533,4.740096877
0.336700303,Kauai,Kauai,MHI,PAV,PACIFIC,22.080052,-159.777652,15.65,9.541512876,7.615844108,0,0.02871802,0.00683374,426.949752,75.06796627,25.37781,1.197669821,9.110789902,3.76254531
0,Kauai,Kauai,MHI,PSC,PACIFIC,22.046528,-159.791955,14.05,9.515248225,7.743255302,0,0.02677597,0.005118594,480.0540009,14.07426908,25.37781,1.197669821,5.405934728,1.334738737
0,Kauai,Kauai,MHI,ROB,PACIFIC,22.07714,-159.76927,2.8,11.58959943,8.094955541,0,0.02871802,0.00683374,620.5114502,132.1061054,25.37781,1.197669821,22.45169089,8.636172319
0,Kauai,Kauai,MHI,SCR,PACIFIC,22.131119,-159.733929,5.5,11.60288499,8.162232876,0,0.03392271,0.011663018,660.9050242,170.4084457,25.30892,1.184638341,14.20954144,5.5967266
46.80851069,Lanai,Lanai,MHI,AGR,PACIFIC,20.89798386,-156.8604393,21.7,11.16940646,7.281889108,0,0.03066467,0.003885872,470.3636965,79.68421676,25.31553,1.069181463,20.87709786,7.059453137
31.84931508,Lanai,Lanai,MHI,AGR,PACIFIC,20.73665125,-156.886894,13.05,11.17082944,7.352613549,0,0.02570672,0.002805352,523.1915086,94.24475659,25.60078,1.085925872,7.625809347,3.797306695
24.39862546,Lanai,Lanai,MHI,AGR,PACIFIC,20.76771802,-156.8272706,10.15,11.16940646,7.281889108,0,0.02881227,0.004123106,516.5019322,79.17395697,25.53056,1.082103045,8.6761559,1.797759953
5.743243185,Lanai,Lanai,MHI,ROB,PACIFIC,20.74234214,-156.9706601,2.9,11.16940646,7.279158195,0,0.02525674,0.002501999,463.1056512,69.01747125,25.63195,1.080220811,13.74002989,2.795278844
1.010100909,Lanai,Lanai,MHI,ROB,PACIFIC,20.73717436,-156.9180317,5.75,11.17035065,7.329976434,0,0.02527954,0.003286335,518.135283,83.50349728,25.62369,1.083723673,9.578849605,3.88833165
71.62629753,Lanai,Lanai,MHI,AGR,PACIFIC,20.87822972,-156.8397037,20.55,11.16940646,7.281889108,0,0.03066467,0.003885872,491.1042035,79.70510541,25.31553,1.069181463,8.774191295,1.31034383
13.04347834,Lanai,Lanai,MHI,AGR,PACIFIC,20.74177066,-156.8753089,11.7,11.16940646,7.281889108,0,0.02570672,0.002805352,491.1042035,79.70510541,25.60078,1.085925872,9.274089258,1.433074667
32.21476511,Lanai,Lanai,MHI,AGR,PACIFIC,20.76645202,-156.829299,3.15,11.16940646,7.281889108,0,0.02881227,0.004123106,491.1042035,79.70510541,25.53056,1.082103045,9.274089258,1.433074667
0.6666666,Lanai,Lanai,MHI,PAV,PACIFIC,20.80065,-156.80818,2.1,11.17113913,7.377364314,0,0.02964925,0.003741657,527.7312588,98.24826887,25.44155,1.083689531,11.86840499,7.392964873
10.36789295,Lanai,Lanai,MHI,ROB,PACIFIC,20.90005201,-157.0615841,19.45,11.16940646,7.281889108,0,0.02729426,0.003949684,461.6682641,65.84763028,25.49772,1.056402859,11.33934963,2.143685489
5.479452028,Lanai,Lanai,MHI,ROB,PACIFIC,20.83457795,-156.9969382,2.55,11.17082944,7.352613549,0,NA,NA,523.1915086,94.24475659,NA,NA,7.625809347,3.797306695
4.729729762,Lanai,Lanai,MHI,ROB,PACIFIC,20.88139599,-157.0589348,22.65,11.17035065,7.329976434,0,0.02729426,0.003949684,518.135283,83.50349728,25.49772,1.056402859,9.578849605,3.88833165
6.39730637,Lanai,Lanai,MHI,MIX,PACIFIC,20.79129195,-156.9909638,19.75,11.16940646,7.281889108,0,0.02498356,0.004110961,465.0870421,66.37968285,25.58612,1.102312569,11.42195733,1.970499339
5.36912748,Lanai,Lanai,MHI,MIX,PACIFIC,20.80893712,-156.9878971,11.75,11.17082944,7.352613549,0,0.02569317,0.004888763,523.1915086,94.24475659,25.49977,1.148626136,7.625809347,3.797306695
35.69023573,Lanai,Lanai,MHI,AGR,PACIFIC,20.7701,-156.82587,15.3,11.16960382,7.291395071,0,0.02881227,0.004123106,516.009149,78.8252567,25.53056,1.082103045,9.692009601,2.834168932
41.78082191,Lanai,Lanai,MHI,AGR,PACIFIC,20.7340511,-156.887695,10.6,11.16940646,7.281889108,0,0.02570672,0.002805352,461.6682641,65.84763028,25.60078,1.085925872,11.33934963,2.143685489
15.71906349,Lanai,Lanai,MHI,ROB,PACIFIC,20.88422656,-157.0583993,5.25,11.16960382,7.291395071,0,0.02729426,0.003949684,516.009149,78.8252567,25.49772,1.056402859,9.692009601,2.834168932
32.14285707,Lanai,Lanai,MHI,MIX,PACIFIC,20.73700513,-156.9676673,5.55,11.16940646,7.281889108,0,0.02525674,0.002501999,470.0309336,76.42817884,25.63195,1.080220811,14.91577892,2.479073574
18.18181818,Lanai,Lanai,MHI,AGR,PACIFIC,20.79437683,-156.9913586,9.35,11.17106876,7.364749465,0,0.02569317,0.004888763,549.4360019,100.5943574,25.49977,1.148626136,26.13079497,23.46291345
46.07508536,Lanai,Lanai,MHI,AGR,PACIFIC,20.85134242,-156.8175924,20.2,11.17084352,7.353248629,0,0.03042913,0.00441588,550.900155,93.08927761,25.40456,1.081993068,28.70809741,25.11257836
15.82491577,Lanai,Lanai,MHI,MIX,PACIFIC,20.75698625,-156.8452382,4.4,11.1712658,7.37549943,0,0.02770876,0.002868798,489.4527749,76.01950489,25.41089,1.087122808,24.35295288,22.02851719
44.59459458,Lanai,Lanai,MHI,AGR,PACIFIC,20.85625128,-156.8218812,15.3,11.17046332,7.335035706,0,0.03042913,0.00441588,570.0927497,99.04597591,25.40456,1.081993068,25.47151961,23.59604843
38.59060411,Lanai,Lanai,MHI,MIX,PACIFIC,20.84348104,-156.8148742,4.8,11.17004071,7.314771186,0,0.03042913,0.00441588,574.3802475,78.69233704,25.40456,1.081993068,27.3539012,25.49407701
33.89261746,Lanai,Lanai,MHI,AGR,PACIFIC,20.81785,-156.80247,5.75,11.17070273,7.347129165,0,0.02964925,0.003741657,550.900155,93.08927761,25.44155,1.083689531,22.998115,22.01581193
11.40939594,Lanai,Lanai,MHI,AGR,PACIFIC,20.7965,-156.80974,3.35,11.17046332,7.335035706,0,0.02964925,0.003741657,570.0927497,99.04597591,25.44155,1.083689531,25.47151961,23.59604843
3.70370364,Lanai,Lanai,MHI,AGR,PACIFIC,20.73068166,-156.892778,24.75,11.17070273,7.347129165,0,0.02570672,0.002805352,550.900155,93.08927761,25.60078,1.085925872,22.998115,22.01581193
6.802721116,Lanai,Lanai,MHI,AGR,PACIFIC,20.79500078,-156.990998,11.65,11.17004071,7.314771186,0,0.02569317,0.004888763,574.3802475,78.69233704,25.49977,1.148626136,27.3539012,25.49407701
7.070707078,Lanai,Lanai,MHI,ROB,PACIFIC,20.81730184,-156.9885845,5.4,11.17046332,7.335035706,0,0.02569317,0.004888763,570.0927497,99.04597591,25.49977,1.148626136,25.47151961,23.59604843
0.336700303,Lanai,Lanai,MHI,PAV,PACIFIC,20.92963938,-157.0046242,4.2,11.17004071,7.314771186,0,0.03122556,0.007842194,574.3802475,78.69233704,25.35695,1.036391818,27.3539012,25.49407701
6.756756751,Lanai,Lanai,MHI,AGR,PACIFIC,20.88844081,-156.8522102,17.85,11.16940646,7.281889108,0,0.03066467,0.003885872,491.1042035,79.70510541,25.31553,1.069181463,9.274089258,1.433074667
10.44303797,Lanai,Lanai,MHI,AGR,PACIFIC,20.89887436,-156.861778,20.3,11.16940646,7.281889108,0,0.03066467,0.003885872,516.5019322,79.17395697,25.31553,1.069181463,8.6761559,1.797759953
5.151515105,Lanai,Lanai,MHI,SCR,PACIFIC,20.92536863,-156.8989264,22.7,11.16940646,7.281889108,0,0.03043748,0.004690416,483.5061959,83.80521989,25.30006,1.03941041,10.43398603,1.682854857
37.87375414,Lanai,Lanai,MHI,AGR,PACIFIC,20.90388372,-156.8753423,7.2,11.16940646,7.281889108,0,0.03003614,0.004289522,516.5019322,79.17395697,25.31553,1.069181463,8.6761559,1.797759953
3.481012658,Lanai,Lanai,MHI,AGR,PACIFIC,20.90838371,-156.8838787,1.85,11.17082944,7.352613549,0,0.03003614,0.004289522,523.1915086,94.24475659,25.31553,1.069181463,7.625809347,3.797306695
10.80246914,Lanai,Lanai,MHI,AGR,PACIFIC,20.92600079,-156.9158729,14.55,11.17113913,7.377364314,0,0.03043748,0.004690416,527.7312588,98.24826887,25.30006,1.03941041,11.86840499,7.392964873
21.86495177,Lanai,Lanai,MHI,MIX,PACIFIC,20.88514932,-156.854819,2.5,11.16940646,7.281889108,0,0.03066467,0.003885872,516.5019322,79.17395697,25.31553,1.069181463,8.6761559,1.797759953
1.320132033,Lanai,Lanai,MHI,PPR,PACIFIC,20.92758388,-156.9672867,9.05,11.17082944,7.352613549,0,0.03042126,0.005449771,523.1915086,94.24475659,25.30661,1.040099514,7.625809347,3.797306695
